Geneid,Genesymbol,Genetype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000197566,ZNF624,protein_coding,196,259,227,221,257,60,86,208
ENSG00000197576,HOXA4,protein_coding,12,4,10,8,80,34,19,66
ENSG00000197579,TOPORS,protein_coding,2831,3381,3060,3086,1262,389,403,1196
ENSG00000197580,BCO2,protein_coding,17,28,10,26,12,6,8,17
ENSG00000197584,KCNMB2,protein_coding,0,0,0,0,0,1,0,6
ENSG00000197586,ENTPD6,protein_coding,2876,3176,3065,4590,2573,1003,1191,2999
ENSG00000197587,DMBX1,protein_coding,121,107,94,113,29,10,9,42
ENSG00000197594,ENPP1,protein_coding,603,809,1159,1177,1338,449,551,1549
ENSG00000197599,CCDC154,protein_coding,13,15,11,8,1,2,1,0
ENSG00000197601,FAR1,protein_coding,5909,6853,8176,8380,2374,783,718,1956
ENSG00000197603,CPLANE1,protein_coding,337,423,372,299,1143,348,390,1149
ENSG00000197608,ZNF841,protein_coding,1962,2214,1884,1888,834,295,185,582
ENSG00000197614,MFAP5,protein_coding,0,3,0,0,2,4,2,3
ENSG00000197616,MYH6,protein_coding,4,1,1,4,0,0,0,0
ENSG00000197619,ZNF615,protein_coding,1939,2091,988,914,538,203,261,729
ENSG00000197620,EOLA1,protein_coding,241,285,218,400,72,36,38,87
ENSG00000197622,CDC42SE1,protein_coding,6824,8005,5915,6959,412,131,161,401
ENSG00000197632,SERPINB2,protein_coding,0,0,0,1,141,30,63,128
ENSG00000197635,DPP4,protein_coding,691,854,456,430,107,42,27,82
ENSG00000197646,PDCD1LG2,protein_coding,0,0,0,0,163,63,73,184
ENSG00000197647,ZNF433,protein_coding,310,351,320,369,93,42,40,124
ENSG00000197653,DNAH10,protein_coding,62,64,74,89,4,4,2,4
ENSG00000197694,SPTAN1,protein_coding,5477,6132,4312,5524,6077,1996,1646,4551
ENSG00000197696,NMB,protein_coding,51,46,10,46,58,18,20,52
ENSG00000197702,PARVA,protein_coding,758,889,600,653,716,226,297,760
ENSG00000197705,KLHL14,protein_coding,0,0,0,0,5,1,6,9
ENSG00000197712,FAM114A1,protein_coding,3237,3518,3321,3844,1674,603,570,1539
ENSG00000197713,RPE,protein_coding,1942,2311,1998,1979,1162,454,441,1130
ENSG00000197714,ZNF460,protein_coding,240,280,247,218,739,271,354,1000
ENSG00000197724,PHF2,protein_coding,2910,3297,2361,2872,458,164,222,484
ENSG00000197728,RPS26,protein_coding,4177,4935,5655,7912,208,50,112,239
ENSG00000197746,PSAP,protein_coding,12230,13947,11802,17753,12292,4703,4373,11390
ENSG00000197747,S100A10,protein_coding,288,277,46,67,10210,3797,1858,5652
ENSG00000197748,CFAP43,protein_coding,113,131,224,280,25,9,7,35
ENSG00000197753,LHFPL5,protein_coding,16,15,18,14,4,1,1,6
ENSG00000197756,RPL37A,protein_coding,31739,35148,36245,52414,8700,3113,3765,9577
ENSG00000197757,HOXC6,protein_coding,2482,2518,1397,1850,355,103,165,347
ENSG00000197763,TXNRD3,protein_coding,727,937,576,683,111,38,51,126
ENSG00000197766,CFD,protein_coding,33,39,83,138,34,9,23,44
ENSG00000197771,MCMBP,protein_coding,2988,3433,3449,3611,2900,1043,1143,3010
ENSG00000197774,EME2,protein_coding,2205,2471,1370,1785,52,8,32,61
ENSG00000197776,KLHDC1,protein_coding,0,0,1,1,23,6,4,22
ENSG00000197779,ZNF81,protein_coding,467,685,406,419,450,119,170,472
ENSG00000197780,TAF13,protein_coding,1737,1949,1908,2274,490,166,205,589
ENSG00000197782,ZNF780A,protein_coding,1425,1656,1450,1323,286,104,111,325
ENSG00000197785,ATAD3A,protein_coding,1183,1507,1205,1655,116,44,85,258
ENSG00000197798,FAM118B,protein_coding,1043,1292,881,994,510,174,169,445
ENSG00000197808,ZNF461,protein_coding,286,338,326,328,32,21,24,39
ENSG00000197816,CCDC180,protein_coding,48,52,43,54,2,3,3,6
ENSG00000197818,SLC9A8,protein_coding,595,732,920,1189,361,132,188,476
ENSG00000197822,OCLN,protein_coding,344,453,732,735,272,80,96,224
ENSG00000197826,CFAP299,protein_coding,0,0,0,0,2,0,2,2
ENSG00000197837,H4C16,protein_coding,148,131,143,177,727,327,326,814
ENSG00000197841,ZNF181,protein_coding,957,1086,986,1026,176,72,80,214
ENSG00000197849,OR8G1,protein_coding,5,5,3,6,0,1,0,3
ENSG00000197852,INKA2,protein_coding,541,542,340,513,105,36,52,134
ENSG00000197857,ZNF44,protein_coding,401,534,673,789,229,110,113,347
ENSG00000197858,GPAA1,protein_coding,1495,1792,1619,2580,817,371,443,921
ENSG00000197859,ADAMTSL2,protein_coding,0,1,2,1,0,0,0,0
ENSG00000197860,SGTB,protein_coding,555,655,702,749,182,52,40,170
ENSG00000197863,ZNF790,protein_coding,970,964,507,587,3,0,0,0
ENSG00000197870,PRB3,protein_coding,12,13,5,12,8,1,3,9
ENSG00000197872,CYRIA,protein_coding,40,51,156,274,288,94,93,283
ENSG00000197879,MYO1C,protein_coding,7792,8775,10304,12859,2363,867,1134,2730
ENSG00000197885,NKIRAS1,protein_coding,1635,1967,999,1225,129,28,42,119
ENSG00000197888,UGT2B17,protein_coding,1237,1388,2715,3599,0,0,0,0
ENSG00000197889,MEIG1,protein_coding,7,11,28,46,15,4,5,12
ENSG00000197891,SLC22A12,protein_coding,0,0,1,1,0,0,0,0
ENSG00000197892,KIF13B,protein_coding,798,827,524,627,378,127,164,397
ENSG00000197893,NRAP,protein_coding,3,4,2,3,0,0,0,1
ENSG00000197894,ADH5,protein_coding,1845,1962,2408,2805,1013,358,419,886
ENSG00000197903,H2BC12,protein_coding,669,801,1205,1907,1294,562,865,2047
ENSG00000197905,TEAD4,protein_coding,223,258,320,439,162,62,92,182
ENSG00000197912,SPG7,protein_coding,3165,3702,2439,3335,481,150,194,543
ENSG00000197921,HES5,protein_coding,2,0,0,2,0,0,0,1
ENSG00000197928,ZNF677,protein_coding,1441,1498,1605,1669,123,50,69,183
ENSG00000197930,ERO1A,protein_coding,12792,13291,3025,2898,45342,15757,5133,14149
ENSG00000197933,ZNF823,protein_coding,458,574,550,545,521,124,168,478
ENSG00000197935,ZNF311,protein_coding,0,0,0,0,19,12,19,36
ENSG00000197937,ZNF347,protein_coding,846,1059,1065,1087,241,87,115,296
ENSG00000197943,PLCG2,protein_coding,57,63,85,81,15,3,14,31
ENSG00000197948,FCHSD1,protein_coding,40,38,34,43,155,59,38,151
ENSG00000197951,ZNF71,protein_coding,591,695,390,498,253,107,124,278
ENSG00000197956,S100A6,protein_coding,2,0,0,1,4933,1596,1655,4008
ENSG00000197958,RPL12,protein_coding,41402,45374,46427,62129,4317,1481,1604,4313
ENSG00000197959,DNM3,protein_coding,45,70,81,78,30,10,8,30
ENSG00000197961,ZNF121,protein_coding,3044,3595,4198,4181,4188,1522,2186,6110
ENSG00000197965,MPZL1,protein_coding,9324,10847,8268,9900,4119,1302,1542,3861
ENSG00000197969,VPS13A,protein_coding,7256,9063,3752,3657,2462,697,682,1687
ENSG00000197971,MBP,protein_coding,1075,1304,1552,1869,2473,859,917,2461
ENSG00000197976,AKAP17A,protein_coding,2664,2920,2309,2988,305,80,112,262
ENSG00000197977,ELOVL2,protein_coding,90,118,151,163,748,240,255,670
ENSG00000197978,GOLGA6L9,protein_coding,121,127,76,127,16,10,7,17
ENSG00000197980,LEKR1,protein_coding,13,19,18,17,16,6,6,12
ENSG00000197982,C1orf122,protein_coding,312,390,464,1085,196,66,115,247
ENSG00000197993,KEL,protein_coding,7,8,20,14,1,3,0,2
ENSG00000198000,NOL8,protein_coding,1546,1777,1947,1942,752,264,428,1093
ENSG00000198001,IRAK4,protein_coding,1243,1440,1051,1215,585,195,211,585
ENSG00000198003,ODAD3,protein_coding,144,154,77,135,16,6,3,23
ENSG00000198010,DLGAP2,protein_coding,9,13,15,39,0,0,0,0
ENSG00000198015,MRPL42,protein_coding,9335,10202,7337,6983,2182,691,824,2208
ENSG00000198018,ENTPD7,protein_coding,507,692,572,642,1243,401,354,970
ENSG00000198026,ZNF335,protein_coding,951,1109,739,942,656,196,203,534
ENSG00000198028,ZNF560,protein_coding,61,72,64,54,2,0,0,0
ENSG00000198033,TUBA3C,protein_coding,18,11,15,13,0,0,1,0
ENSG00000198034,RPS4X,protein_coding,76674,86539,88225,117502,22899,7514,7260,20835
ENSG00000198039,ZNF273,protein_coding,410,527,469,537,187,71,103,256
ENSG00000198040,ZNF84,protein_coding,5226,5747,4364,4592,118,34,34,115
ENSG00000198042,MAK16,protein_coding,2755,3243,4441,4510,405,145,236,739
ENSG00000198046,ZNF667,protein_coding,1131,1381,1034,1100,116,36,37,107
ENSG00000198049,AVPR1B,protein_coding,0,0,0,0,0,0,1,2
ENSG00000198053,SIRPA,protein_coding,57,81,81,126,1152,459,291,805
ENSG00000198055,GRK6,protein_coding,1390,1470,1280,1683,836,256,473,1181
ENSG00000198056,PRIM1,protein_coding,974,1065,1376,1441,739,243,285,816
ENSG00000198060,MARCHF5,protein_coding,2716,3008,2536,2853,498,179,151,380
ENSG00000198062,POTEH,protein_coding,0,2,6,3,0,0,0,0
ENSG00000198064,NPIPB13,protein_coding,5,13,7,5,0,0,0,0
ENSG00000198074,AKR1B10,protein_coding,1,3,6,17,22,6,11,63
ENSG00000198075,SULT1C4,protein_coding,0,0,1,2,0,0,0,0
ENSG00000198081,ZBTB14,protein_coding,844,999,949,1020,309,107,111,276
ENSG00000198087,CD2AP,protein_coding,8810,9806,9198,9084,1645,478,408,1278
ENSG00000198088,NUP62CL,protein_coding,431,492,534,617,83,34,46,102
ENSG00000198089,SFI1,protein_coding,625,688,567,685,127,42,48,149
ENSG00000198092,TMPRSS11F,protein_coding,4,2,12,14,0,2,0,0
ENSG00000198093,ZNF649,protein_coding,1376,1556,1148,1268,154,46,90,241
ENSG00000198099,ADH4,protein_coding,0,0,4,2,0,0,0,0
ENSG00000198105,ZNF248,protein_coding,5650,6405,3424,3596,4055,1380,1685,4690
ENSG00000198108,CHSY3,protein_coding,6,10,12,15,23,11,24,52
ENSG00000198113,TOR4A,protein_coding,48,53,42,73,179,67,97,229
ENSG00000198121,LPAR1,protein_coding,4,1,0,2,1083,366,451,1447
ENSG00000198125,MB,protein_coding,1991,2264,2055,2828,19,10,11,21
ENSG00000198128,OR2L3,protein_coding,0,0,0,0,1,0,1,0
ENSG00000198130,HIBCH,protein_coding,710,778,1198,1499,274,101,148,401
ENSG00000198131,ZNF544,protein_coding,1205,1613,1868,2039,153,43,91,176
ENSG00000198133,TMEM229B,protein_coding,64,74,72,117,26,9,49,93
ENSG00000198142,SOWAHC,protein_coding,418,555,380,334,646,211,219,525
ENSG00000198146,ZNF770,protein_coding,6586,7777,5054,5187,1295,360,340,989
ENSG00000198156,NPIPB6,protein_coding,21,18,22,22,0,0,0,0
ENSG00000198157,HMGN5,protein_coding,1898,2271,3349,3072,6,3,7,16
ENSG00000198160,MIER1,protein_coding,1617,1732,1357,1585,625,172,198,563
ENSG00000198162,MAN1A2,protein_coding,4242,4991,4623,4910,5629,1681,1643,4780
ENSG00000198168,SVIP,protein_coding,6635,7372,7482,8602,667,197,284,727
ENSG00000198169,ZNF251,protein_coding,843,995,676,738,1002,300,369,860
ENSG00000198171,DDRGK1,protein_coding,4242,4730,4030,5579,500,163,291,708
ENSG00000198176,TFDP1,protein_coding,2448,2723,2239,2620,192,57,70,210
ENSG00000198182,ZNF607,protein_coding,835,1113,841,894,1,0,0,0
ENSG00000198183,BPIFA1,protein_coding,0,0,0,0,0,1,0,1
ENSG00000198185,ZNF334,protein_coding,484,618,682,631,215,92,103,225
ENSG00000198189,HSD17B11,protein_coding,546,722,183,171,297,114,111,300
ENSG00000198198,SZT2,protein_coding,4640,4983,2988,3921,833,269,310,858
ENSG00000198203,SULT1C2,protein_coding,5,8,10,8,43,9,32,99
ENSG00000198205,ZXDA,protein_coding,101,141,136,143,17,5,12,10
ENSG00000198208,RPS6KL1,protein_coding,771,826,774,1289,71,14,64,166
ENSG00000198216,CACNA1E,protein_coding,10,13,2,9,1,0,2,9
ENSG00000198218,QRICH1,protein_coding,4691,5337,4444,5219,2846,999,1007,3165
ENSG00000198223,CSF2RA,protein_coding,0,1,1,3,11,7,10,22
ENSG00000198225,FKBP1C,protein_coding,4,0,0,2,3,2,0,0
ENSG00000198231,DDX42,protein_coding,12193,13603,10951,12879,1932,659,898,2391
ENSG00000198242,RPL23A,protein_coding,4048,4887,5556,9305,1392,473,480,1303
ENSG00000198246,SLC29A3,protein_coding,545,704,491,928,181,66,85,298
ENSG00000198252,STYX,protein_coding,2045,2275,3062,3533,1734,656,822,2322
ENSG00000198258,UBL5,protein_coding,1692,2026,2076,3533,1506,554,721,1588
ENSG00000198265,HELZ,protein_coding,7461,8587,4454,4832,4455,1387,765,2463
ENSG00000198270,TMEM116,protein_coding,546,637,682,795,184,84,107,274
ENSG00000198276,UCKL1,protein_coding,1242,1362,970,1538,1063,363,484,1234
ENSG00000198283,OR5B21,protein_coding,0,0,2,0,3,1,0,3
ENSG00000198286,CARD11,protein_coding,0,1,1,2,1,5,0,0
ENSG00000198298,ZNF485,protein_coding,598,691,793,825,131,47,92,234
ENSG00000198300,PEG3,protein_coding,5504,6006,3922,4078,2,2,1,2
ENSG00000198301,SDAD1,protein_coding,2948,3497,4023,4423,792,252,367,1114
ENSG00000198315,ZKSCAN8,protein_coding,1885,2339,1358,1523,1588,536,635,1737
ENSG00000198324,PHETA1,protein_coding,383,445,332,601,111,46,95,221
ENSG00000198326,TMEM239,protein_coding,0,0,0,0,17,7,3,9
ENSG00000198331,HYLS1,protein_coding,72,103,79,104,590,195,197,589
ENSG00000198336,MYL4,protein_coding,0,2,2,3,9,3,0,5
ENSG00000198342,ZNF442,protein_coding,69,95,156,175,21,17,22,43
ENSG00000198346,ZNF813,protein_coding,641,765,802,750,554,199,231,592
ENSG00000198353,HOXC4,protein_coding,136,139,138,170,50,18,27,60
ENSG00000198354,DCAF12L2,protein_coding,0,0,0,0,23,9,11,28
ENSG00000198355,PIM3,protein_coding,1052,1255,694,1396,284,98,140,316
ENSG00000198356,GET3,protein_coding,2673,3141,3204,3711,2239,790,1253,3467
ENSG00000198363,ASPH,protein_coding,7891,8130,10656,9846,16078,5107,3906,11516
ENSG00000198369,SPRED2,protein_coding,1866,2100,1511,1866,1097,376,361,1107
ENSG00000198373,WWP2,protein_coding,1837,2212,2496,3027,252,103,72,246
ENSG00000198380,GFPT1,protein_coding,6810,7870,8250,8828,1676,503,488,1403
ENSG00000198382,UVRAG,protein_coding,824,836,713,828,667,192,208,654
ENSG00000198393,ZNF26,protein_coding,624,721,598,658,222,77,98,276
ENSG00000198399,ITSN2,protein_coding,1769,2223,1888,2057,274,85,89,345
ENSG00000198400,NTRK1,protein_coding,2,1,2,1,16,7,15,33
ENSG00000198408,OGA,protein_coding,7815,8819,10848,11785,2427,946,734,1967
ENSG00000198417,MT1F,protein_coding,30,25,50,62,27,16,24,54
ENSG00000198420,TCAF1,protein_coding,1372,1744,1462,1436,137,49,68,164
ENSG00000198429,ZNF69,protein_coding,0,3,1,2,24,9,8,28
ENSG00000198431,TXNRD1,protein_coding,10131,11840,11875,13507,3887,1248,1147,2938
ENSG00000198435,NRARP,protein_coding,1910,2270,1506,1975,114,35,51,143
ENSG00000198440,ZNF583,protein_coding,638,695,761,793,0,0,0,0
ENSG00000198453,ZNF568,protein_coding,757,815,633,703,0,0,0,0
ENSG00000198455,ZXDB,protein_coding,818,888,847,1050,412,178,113,293
ENSG00000198464,ZNF480,protein_coding,2976,3687,3450,3435,2075,771,715,2064
ENSG00000198466,ZNF587,protein_coding,1730,2025,1639,1890,936,357,452,1437
ENSG00000198467,TPM2,protein_coding,126,149,132,156,111,37,57,139
ENSG00000198478,SH3BGRL2,protein_coding,731,836,770,787,139,42,45,157
ENSG00000198482,ZNF808,protein_coding,659,805,769,655,645,249,267,683
ENSG00000198483,ANKRD35,protein_coding,4,1,3,1,0,0,0,1
ENSG00000198492,YTHDF2,protein_coding,4206,4962,3864,4491,400,120,177,436
ENSG00000198498,TMA16,protein_coding,2032,2310,2429,2832,408,148,176,467
ENSG00000198502,HLA-DRB5,protein_coding,2,0,3,2,0,0,0,0
ENSG00000198513,ATL1,protein_coding,23,13,15,32,353,109,66,194
ENSG00000198515,CNGA1,protein_coding,27,33,48,75,41,13,13,54
ENSG00000198517,MAFK,protein_coding,1498,1654,1306,1935,421,140,155,331
ENSG00000198520,ARMH1,protein_coding,59,49,53,108,19,7,10,23
ENSG00000198521,ZNF43,protein_coding,1904,2069,1865,1768,6,5,2,13
ENSG00000198522,GPN1,protein_coding,499,630,766,873,1103,370,483,1268
ENSG00000198535,C2CD4A,protein_coding,0,1,0,1,5,1,2,6
ENSG00000198538,ZNF28,protein_coding,1241,1404,1811,1816,618,201,295,733
ENSG00000198542,ITGBL1,protein_coding,2,2,3,3,151,36,41,130
ENSG00000198546,ZNF511,protein_coding,1315,1538,1072,1615,549,199,143,372
ENSG00000198551,ZNF627,protein_coding,650,699,813,857,355,118,157,401
ENSG00000198553,KCNRG,protein_coding,23,41,26,27,9,2,2,7
ENSG00000198554,WDHD1,protein_coding,1537,1618,2243,2196,1831,669,689,2082
ENSG00000198556,ZNF789,protein_coding,508,549,914,1043,118,41,87,180
ENSG00000198561,CTNND1,protein_coding,909,1025,917,1006,230,59,75,159
ENSG00000198563,DDX39B,protein_coding,6758,7168,6018,6442,1673,616,715,1940
ENSG00000198569,SLC34A3,protein_coding,88,142,90,150,0,0,2,1
ENSG00000198574,SH2D1B,protein_coding,0,0,0,0,20,5,0,7
ENSG00000198576,ARC,protein_coding,69,76,8,5,66,24,25,70
ENSG00000198585,NUDT16,protein_coding,3588,4109,5184,6197,184,71,111,363
ENSG00000198586,TLK1,protein_coding,3279,3835,3597,3627,1054,326,343,972
ENSG00000198589,LRBA,protein_coding,12715,14936,12776,12851,2457,875,892,2279
ENSG00000198597,ZNF536,protein_coding,2,0,0,0,70,23,25,66
ENSG00000198598,MMP17,protein_coding,4,3,10,8,17,5,20,36
ENSG00000198604,BAZ1A,protein_coding,6766,7918,6274,6803,540,163,224,708
ENSG00000198612,COPS8,protein_coding,2748,3182,2757,3346,851,297,360,943
ENSG00000198624,CCDC69,protein_coding,113,155,90,271,1341,394,483,1340
ENSG00000198625,MDM4,protein_coding,1381,1663,1527,1562,502,179,300,865
ENSG00000198626,RYR2,protein_coding,1424,1673,1178,1157,22,7,6,19
ENSG00000198633,ZNF534,protein_coding,15,14,13,18,1,0,0,0
ENSG00000198642,KLHL9,protein_coding,2545,3106,3028,3024,802,344,288,832
ENSG00000198643,FAM3D,protein_coding,6,10,15,29,0,1,1,2
ENSG00000198646,NCOA6,protein_coding,6713,7339,4438,5266,2551,768,793,2540
ENSG00000198648,STK39,protein_coding,21480,25561,14057,14720,1433,502,595,1724
ENSG00000198650,TAT,protein_coding,1,1,5,3,1,0,0,2
ENSG00000198663,C6orf89,protein_coding,4173,4865,3987,5083,1524,625,621,1673
ENSG00000198668,CALM1,protein_coding,14629,16878,10400,11800,31073,10668,9013,24670
ENSG00000198670,LPA,protein_coding,1,2,1,3,0,0,0,0
ENSG00000198673,TAFA2,protein_coding,106,152,128,119,20,7,14,25
ENSG00000198677,SKIC3,protein_coding,4596,5315,4075,4324,4315,1277,1269,3586
ENSG00000198680,TUSC1,protein_coding,488,530,457,479,250,115,136,309
ENSG00000198681,MAGEA1,protein_coding,270,382,594,638,0,0,0,0
ENSG00000198682,PAPSS2,protein_coding,4,6,1,5,586,176,124,348
ENSG00000198689,SLC9A6,protein_coding,868,1090,826,855,556,158,165,439
ENSG00000198690,FAN1,protein_coding,3141,3984,4213,4805,1183,431,594,1473
ENSG00000198691,ABCA4,protein_coding,8,9,17,18,7,6,11,14
ENSG00000198692,EIF1AY,protein_coding,2797,2838,3226,4207,0,0,0,0
ENSG00000198695,MT-ND6,protein_coding,14795,16649,49503,73401,6721,1704,3856,11830
ENSG00000198700,IPO9,protein_coding,9190,10161,7217,8547,1634,517,647,1684
ENSG00000198707,CEP290,protein_coding,1249,1441,1873,1648,896,311,317,1034
ENSG00000198712,MT-CO2,protein_coding,269351,297995,479868,602036,61834,25602,35649,113283
ENSG00000198715,GLMP,protein_coding,1918,2264,2148,2947,570,184,318,818
ENSG00000198718,TOGARAM1,protein_coding,1478,1759,1204,1307,882,278,277,702
ENSG00000198719,DLL1,protein_coding,149,154,114,165,13,9,15,36
ENSG00000198720,ANKRD13B,protein_coding,937,1200,649,956,118,40,65,194
ENSG00000198721,ECI2,protein_coding,3996,4662,6872,8909,3586,1169,1076,3017
ENSG00000198722,UNC13B,protein_coding,2039,2432,3233,4132,202,65,109,338
ENSG00000198723,SAXO5,protein_coding,158,127,150,224,0,0,1,7
ENSG00000198727,MT-CYB,protein_coding,117464,138655,357138,451371,39937,13124,26396,85663
ENSG00000198728,LDB1,protein_coding,5377,5946,3896,4883,886,336,429,1095
ENSG00000198729,PPP1R14C,protein_coding,134,192,193,318,271,87,85,276
ENSG00000198730,CTR9,protein_coding,4111,4866,4796,5111,330,102,148,425
ENSG00000198732,SMOC1,protein_coding,4,5,2,1,1233,402,573,1629
ENSG00000198734,F5,protein_coding,1335,1672,2534,2926,5,0,4,14
ENSG00000198736,MSRB1,protein_coding,883,1061,769,1213,237,49,92,231
ENSG00000198739,LRRTM3,protein_coding,0,0,0,1,0,0,1,1
ENSG00000198740,ZNF652,protein_coding,2635,3156,2299,2681,996,337,276,898
ENSG00000198742,SMURF1,protein_coding,1090,1264,970,1244,542,182,161,488
ENSG00000198743,SLC5A3,protein_coding,3044,3848,1745,1799,7310,1327,854,2373
ENSG00000198746,GPATCH3,protein_coding,408,443,379,503,43,16,36,64
ENSG00000198752,CDC42BPB,protein_coding,4435,5002,4444,5664,317,92,137,373
ENSG00000198753,PLXNB3,protein_coding,1238,1431,563,785,94,39,17,51
ENSG00000198754,OXCT2,protein_coding,0,0,4,1,0,0,1,0
ENSG00000198755,RPL10A,protein_coding,9794,11028,15129,22494,1847,709,858,2262
ENSG00000198756,COLGALT2,protein_coding,41,75,76,123,46,15,24,62
ENSG00000198759,EGFL6,protein_coding,1,5,2,2,0,0,0,0
ENSG00000198763,MT-ND2,protein_coding,72017,78659,256566,332088,41273,13072,29818,101845
ENSG00000198765,SYCP1,protein_coding,2,0,1,0,0,0,0,0
ENSG00000198768,APCDD1L,protein_coding,0,0,0,0,27,10,3,11
ENSG00000198771,RCSD1,protein_coding,5,7,15,8,52,7,12,28
ENSG00000198774,RASSF9,protein_coding,0,0,3,3,43,9,18,51
ENSG00000198780,FAM169A,protein_coding,745,782,917,1102,639,152,239,791
ENSG00000198783,ZNF830,protein_coding,2143,2400,1831,2405,330,131,166,381
ENSG00000198785,GRIN3A,protein_coding,3486,4285,1322,1298,0,0,0,1
ENSG00000198786,MT-ND5,protein_coding,231533,239785,361755,380046,67915,20598,39514,132763
ENSG00000198788,MUC2,protein_coding,11,16,7,8,40,7,6,40
ENSG00000198791,CNOT7,protein_coding,5134,6254,6329,6468,800,278,325,792
ENSG00000198792,TMEM184B,protein_coding,3056,3462,1924,3060,1817,627,513,1184
ENSG00000198793,MTOR,protein_coding,5102,6119,4229,4954,1374,432,593,1644
ENSG00000198794,SCAMP5,protein_coding,315,404,396,732,288,134,155,417
ENSG00000198795,ZNF521,protein_coding,0,0,0,2,213,74,81,221
ENSG00000198796,ALPK2,protein_coding,634,684,536,516,3,0,0,2
ENSG00000198797,BRINP2,protein_coding,0,5,1,1,355,109,158,425
ENSG00000198799,LRIG2,protein_coding,992,1016,1064,1133,766,286,319,884
ENSG00000198804,MT-CO1,protein_coding,612137,645384,954390,1179209,370449,134289,147058,487364
ENSG00000198805,PNP,protein_coding,2391,3008,3730,4527,2409,900,969,2588
ENSG00000198807,PAX9,protein_coding,569,706,710,770,242,72,138,355
ENSG00000198814,GK,protein_coding,331,349,378,367,70,25,30,62
ENSG00000198815,FOXJ3,protein_coding,6861,7610,5720,6851,2690,885,854,2593
ENSG00000198816,ZNF358,protein_coding,1432,1742,646,1407,369,126,163,386
